t,x
0.0,-0.8
0.02512562814070352,-0.16605504072140165
0.05025125628140704,0.4523791811023661
0.07537688442211056,1.0400547298664433
0.10050251256281408,1.5824920517276482
0.1256281407035176,2.0663401802309496
0.15075376884422112,2.4797088751488343
0.17587939698492464,2.8124644339989393
0.20100502512562815,3.0564818191997247
0.22613065326633167,3.205846830294682
0.2512562814070352,3.257003293100901
0.2763819095477387,3.2088416051177235
0.30150753768844224,3.062726435055102
0.32663316582914576,2.8224628876344235
0.35175879396984927,2.4942019752400273
0.3768844221105528,2.0862877474942825
0.4020100502512563,1.6090498808505567
0.4271356783919598,1.074546886758366
0.45226130653266333,0.49626632511717794
0.47738693467336685,-0.11121052094581918
0.5025125628140704,-0.7325711690580468
0.5276381909547739,-1.352152643968518
0.5527638190954774,-1.9543308977098754
0.577889447236181,-2.5239092582438207
0.6030150753768845,-3.046496245438777
0.628140703517588,-3.508863357670303
0.6532663316582915,-3.8992739304811677
0.678391959798995,-4.20777488819947
0.7035175879396985,-4.426444132296199
0.7286432160804021,-4.549587413615289
0.7537688442211056,-4.573879791988044
0.7788944723618091,-4.498448164902699
0.8040201005025126,-4.324892812562655
0.8291457286432161,-4.0572474233812965
0.8542713567839196,-3.701878594005235
0.8793969849246231,-3.267327303277686
0.9045226130653267,-2.7640963027109304
0.9296482412060302,-2.2043887111387095
0.9547738693467337,-1.6018043148121417
0.9798994974874372,-0.9710011261031601
1.0050251256281408,-0.32733061802585195
1.0301507537688444,0.3135442935111781
1.0552763819095479,0.9360390187323295
1.0804020100502514,1.5250351205352768
1.105527638190955,2.0662565530920096
1.1306532663316584,2.5466249552644817
1.155778894472362,2.954585162518013
1.1809045226130654,3.2803928417119925
1.206030150753769,3.516357095189244
1.2311557788944725,3.6570320005433166
1.256281407035176,3.6993523224624116
1.2814070351758795,3.6427100215433406
1.306532663316583,3.4889696574055415
1.3316582914572865,3.2424223031930968
1.35678391959799,2.909679117834042
1.3819095477386936,2.4995072231964754
1.407035175879397,2.022611968214692
1.4321608040201006,1.4913709954673537
1.4572864321608041,0.9195267244111067
1.4824120603015076,0.3218448996928809
1.5075376884422111,-0.28625230303838956
1.5326633165829147,-0.8890694886171434
1.5577889447236182,-1.4710280401084526
1.5829145728643217,-2.0170532029963297
1.6080402010050252,-2.5129486284488243
1.6331658291457287,-2.9457490601941343
1.6582914572864322,-3.304042393123437
1.6834170854271358,-3.578253093482827
1.7085427135678393,-3.7608799314819437
1.7336683417085428,-3.846682113431641
1.7587939698492463,-3.8328091838660776
1.7839195979899498,-3.718871466588657
1.8090452261306533,-3.5069492924243173
1.8341708542713568,-3.201540783882887
1.8592964824120604,-2.8094494950753743
1.8844221105527639,-2.3396147010712376
1.9095477386934674,-1.8028885572364746
1.934673366834171,-1.2117656704756938
1.9597989949748744,-0.5800718078514238
1.984924623115578,0.07738051566421889
2.0100502512562817,0.7451610048137478
2.035175879396985,1.407605930856909
2.0603015075376887,2.049208298869902
2.085427135678392,2.6550041321071918
2.1105527638190957,3.2109452665740985
2.1356783919597992,3.7042493844711464
2.1608040201005028,4.123718581270713
2.1859296482412063,4.460018543793913
2.21105527638191,4.705911396305627
2.2361809045226133,4.856436423974592
2.261306532663317,4.90903417939304
2.2864321608040203,4.863610885975928
2.311557788944724,4.7225415369415344
2.3366834170854274,4.490611613283014
2.361809045226131,4.174898870753532
2.3869346733668344,3.7845981364374435
2.412060301507538,3.3307934728957322
2.4371859296482414,2.8261833769025513
2.462311557788945,2.2847658478753714
2.4874371859296485,1.7214911591915847
2.512562814070352,1.151890968857189
2.5376884422110555,0.591692994469017
2.562814070351759,0.05643083645631708
2.5879396984924625,-0.4389413457306377
2.613065326633166,-0.8804197204985634
2.6381909547738696,-1.255298009112466
2.663316582914573,-1.552482412352513
2.6884422110552766,-1.7627664056304688
2.71356783919598,-1.8790585674592564
2.7386934673366836,-1.8965577742541724
2.763819095477387,-1.8128714034721163
2.7889447236180906,-1.6280736045101145
2.814070351758794,-1.3447021873334724
2.8391959798994977,-0.9676942054161696
2.864321608040201,-0.5042618342831071
2.8894472361809047,0.03628836817533343
2.9145728643216082,0.6427883253210744
2.9396984924623117,1.3024876386764652
2.9648241206030153,2.0013721751525564
2.9899497487437188,2.724514121978236
3.0150753768844223,3.4564448041041897
3.040201005025126,4.181540992757281
3.0653266331658293,4.884415098308553
3.090452261306533,5.550299544037221
3.1155778894472363,6.165415762125802
3.14070351758794,6.7173186357067465
3.1658291457286434,7.1952078214876884
3.190954773869347,7.5901982112199065
3.2160804020100504,7.895542806557414
3.241206030150754,8.106802465405055
3.2663316582914574,8.221958299238336
3.291457286432161,8.241463927230473
3.3165829145728645,8.168236288869238
3.341708542713568,8.007585244884414
3.3668341708542715,7.767083718729799
3.391959798994975,7.456381609707989
3.4170854271356785,7.086968107310902
3.442211055276382,6.67188831969361
3.4673366834170856,6.225421265484388
3.492462311557789,5.762727239100641
3.5175879396984926,5.299473321487627
3.542713567839196,4.851446351780269
3.5678391959798996,4.43416298728719
3.592964824120603,4.062486551654518
3.6180904522613067,3.7502602022821963
3.64321608040201,3.509965542235178
3.6683417085427137,3.35241516911047
3.693467336683417,3.2864868093246624
3.7185929648241207,3.3189056520680698
3.7437185929648242,3.4540802984515935
3.7688442211055277,3.69399640796503
3.7939698492462313,4.038170689433112
3.819095477386935,4.483666382886862
3.8442211055276383,5.025169849487963
3.869346733668342,5.6551263668873055
3.8944723618090453,6.363931754963907
3.919597989949749,7.140175068397097
3.9447236180904524,7.970926322507257
3.969849246231156,8.84206209884375
3.9949748743718594,9.738620934958897
4.020100502512563,10.645179662111847
4.045226130653266,11.54624133371886
4.07035175879397,12.426625099162441
4.0954773869346734,13.271848329257828
4.120603015075377,14.068491492456678
4.1457286432160805,14.804536709943635
4.170854271356784,15.469671572488295
4.1959798994974875,16.055550665961487
4.2211055276381915,16.55600830432896
4.2462311557788945,16.96721718252877
4.2713567839195985,17.287789006744323
4.296482412060302,17.518814602742843
4.3216080402010055,17.663842508272552
4.346733668341709,17.728796585557014
4.371859296482413,17.721834706642436
4.396984924623116,17.653152030018607
4.42211055276382,17.534733765095538
4.447236180904523,17.380063577499385
4.472361809045227,17.20379489150514
4.49748743718593,17.021393268809526
4.522613065326634,16.848758762311505
4.547738693467337,16.701837641717223
4.572864321608041,16.596233152230347
4.597989949748744,16.546824991752487
4.623115577889448,16.567406975299168
4.648241206030151,16.670351903125805
4.673366834170855,16.866311972601586
4.698492462311558,17.16396218999183
4.723618090452262,17.569793168994007
4.748743718592965,18.087958474713375
4.773869346733669,18.72018031530824
4.798994974874372,19.46571593251617
4.824120603015076,20.321385532782426
4.849246231155779,21.281661070288965
4.874371859296483,22.338813679894393
4.899497487437186,23.48311609947361
4.92462311557789,24.70309505367196
4.949748743718593,25.985827328665106
4.974874371859297,27.317272181051983
5.0,28.682631820515315
